807	770077606060731	LAM11_ZWE
1222	770177607760771	LAM9
1256	770177774020771	H1
436	770376777760601	X2
715	770477777777671	AFRI_1
321	770737004177671	AFRI_1
799	770767677777671	AFRI_1
322	770767777737671	AFRI_1
323	770767777767671	AFRI_1
324	770767777777671	AFRI_1
530	770777477775671	AFRI_1
325	770777507777671	AFRI_1
1867	770777707777651	AFRI_1
326	770777707777671	AFRI_1
532	770777767777671	AFRI_1
110	770777775720771	H3
859	770777777747071	AFRI
187	770777777767671	AFRI_1
537	770777777777601	AFRI
188	770777777777631	AFRI
181	770777777777671	AFRI_1
1064	771777607760771	LAM9
630	771777737760771	T1
1069	771777777760771	T1
1759	772177606760771	LAM8
1153	772700000003631	AFRI
716	772777400001671	AFRI
556	773603774360771	T1
1461	773737677420771	H4
1125	773737774020771	H1
1458	773737777400771	U
1745	773737777760771	T3
30	773776607760771	LAM9
491	773776777760601	X2
492	773777607760771	LAM9
872	773777623760771	T1
1434	773777740000171	U
557	773777774020771	H1
1539	773777777720771	H3
1383	773777777760731	T2
926	773777777760771	T1
1379	773777777770771	CAS
251	774000000760771	T1
931	774000007760771	T1
146	774000077777031	AFRI
800	774000370020771	H3
1454	774000677760371	U
760	774037000020700	H3
1067	774037707760700	T1
1267	774037777760300	U
31	774037777760700	T1
1348	774037777760701	T1
327	774067606727071	AFRI_2
328	774067606767071	AFRI_2
329	774067607777071	AFRI_2
858	774067770005071	AFRI_3
857	774067770007071	AFRI_3
761	774077007777071	AFRI_3
1592	774077602000031	U
101	774077606767071	AFRI_2
330	774077607777031	AFRI
331	774077607777071	AFRI_3
856	774077770005071	AFRI_3
208	774077774413771	EAI4_VNM
437	774077777775071	AFRI_3
438	774077777777071	AFRI_3
1538	774137600020771	H3
1294	774177407760771	T1
493	774177777413731	EAI1_SOM
951	774177777413771	EAI5
717	774177777760771	T1
1528	774377607760771	LAM9
1455	774377677420771	H4
1428	774707777413731	EAI1_SOM
922	774747377420771	H4
1480	774776000420771	H4
1568	774777377420771	H4
147	774777616000371	U
1452	774777677420771	H4
148	774777716000371	U
1174	774777757420771	H4
1381	774777775410771	CAS
1380	774777777410771	CAS
1435	774777777413731	EAI1_SOM
1175	774777777420371	U
762	774777777420731	H4
1481	774777777423771	MANU2
801	774777777760771	T1
1407	775377777413771	EAI5
1126	775677757760771	T5
266	775740003760771	T1
1482	775740003763771	MANU2
1697	775767607760671	LAM9
1912	775767757760771	T5
1829	775767777760671	T1
904	775775757760771	T5
259	775777377760771	T1
1553	775777401760771	T1
1549	775777606060731	LAM11_ZWE
68	775777757760771	T5
1742	775777774020771	H1
939	775777777413771	EAI5
1556	775777777660771	T1
935	775777777720771	H3
1909	775777777760700	T1
966	775777777760771	T1
1684	776000000000000	U
271	776000000000111	U
